Time [s],Channel 0
5.158185792,1
5.158281542,0
5.158381333,1
5.158486917,0
5.158582167,1
5.158687958,0
5.158784167,1
5.158883458,0
5.158986083,1
5.159082042,0
5.159186875,1
5.159288250,0
5.159390125,1
5.159483875,0
5.159582375,1
5.159688042,0
5.159783875,1
5.159883750,0
5.159982583,1
5.160086958,0
5.160187417,1
5.160283875,0
5.160385208,1
5.160483750,0
5.160582417,1
5.160688208,0
5.160782583,1
5.160888333,0
5.160984875,1
5.161082792,0
5.161188667,1
5.161268083,0
5.161375250,1
5.161467750,0
5.161566583,1
5.161650375,0
5.161749750,1
5.161849583,0
5.161949750,1
5.162050417,0
5.162150542,1
5.162250708,0
5.162350542,1
5.162455375,0
5.162550875,1
5.162650750,0
5.162750917,1
5.162853833,0
5.162984792,1
5.163084625,0
5.163184792,1
5.163283583,0
5.163389958,1
5.163486333,0
5.163585333,1
5.163691917,0
5.163786958,1
5.163892750,0
5.163988500,1
5.164088208,0
5.164188333,1
5.164286875,0
5.164391542,1
5.164492042,0
5.164588750,1
5.164690500,0
5.164787208,1
5.164892833,0
5.164988708,1
5.165088500,0
5.165187333,1
5.165291958,0
5.165393375,1
5.165488625,0
5.165588708,1
5.165688500,0
5.165787250,1
5.165893000,0
5.165987000,1
5.166093000,0
5.166188750,1
5.166287458,0
5.166393375,1
5.166472667,0
5.166578292,1
5.166671500,0
5.166770250,1
5.166853458,0
5.166952917,1
5.167052750,0
5.167152917,1
5.167252708,0
5.167352833,1
5.167452708,0
5.167552875,1
5.167657375,0
5.167766000,1
5.167866042,0
5.167965458,1
5.168065375,0
5.168165542,1
5.168265375,0
5.168365583,1
5.168465375,0
5.168565542,1
5.168665375,0
5.168765542,1
5.168865375,0
5.168965542,1
5.169065417,0
5.169165542,1
5.169265375,0
5.169365542,1
5.169465375,0
5.169565583,1
5.169665375,0
5.169765542,1
5.169865375,0
5.169965542,1
5.170065375,0
5.170165542,1
5.170265375,0
5.170365542,1
5.170465375,0
