Time [s],Channel 1
5.158185792,1
5.158257417,0
5.158361875,1
5.158483542,0
5.158558833,1
5.158656875,0
5.158759125,1
5.158856917,0
5.158958792,1
5.159056958,0
5.159158792,1
5.159256958,0
5.159359833,1
5.159457000,0
5.159561875,1
5.159657000,0
5.159758833,1
5.159857000,0
5.159959958,1
5.160057042,0
5.160158875,1
5.160258250,0
5.160358958,1
5.160457125,0
5.160558958,1
5.160657125,0
5.160759000,1
5.160857125,0
5.160959000,1
5.161057167,0
5.161160667,1
5.161257208,0
5.161360458,1
5.161457250,0
5.161559042,1
5.161657583,0
5.161759500,1
5.161857667,0
5.161959500,1
5.162058417,0
5.162160250,1
5.162258500,0
5.162360292,1
5.162463583,0
5.162561083,1
5.162659333,0
5.162761208,1
5.162863917,0
5.162973917,1
5.163072208,0
5.163173333,1
5.163271583,0
5.163373375,1
5.163471583,0
5.163576417,1
5.163673625,0
5.163769250,1
5.163867542,0
5.163969333,1
5.164069583,0
5.164171625,1
5.164263542,0
5.164365292,1
5.164463542,0
5.164565375,1
5.164668833,0
5.164765375,1
5.164863583,0
5.164965417,1
5.165067500,0
5.165166500,1
5.165263625,0
5.165365417,1
5.165463667,0
5.165565458,1
5.165671500,0
5.165765500,1
5.165863708,0
5.165965500,1
5.166063750,0
5.166166167,1
5.166263750,0
5.166365542,1
5.166463833,0
5.166566417,1
5.166663833,0
5.166765583,1
5.166866125,0
5.166963542,1
5.167061833,0
5.167163583,1
5.167264292,0
5.167363500,1
5.167461833,0
5.167563583,1
5.167666750,0
5.167777042,1
5.167875208,0
5.167976333,1
5.168074625,0
5.168176458,1
5.168274625,0
5.168376417,1
5.168474667,0
5.168576458,1
5.168674708,0
5.168776500,1
5.168874708,0
5.168976542,1
5.169074750,0
5.169176583,1
5.169274750,0
5.169376542,1
5.169474792,0
5.169576667,1
5.169674792,0
5.169776667,1
5.169874833,0
5.169976667,1
5.170074875,0
5.170176667,1
5.170274875,0
5.170376708,1
5.170474917,0
5.170576792,1
5.170674917,0
5.170776750,1
5.170874958,0
5.170976750,1
5.171075000,0
5.171176792,1
5.171275000,0
5.171376833,1
5.171475042,0
5.171576917,1
5.171666000,0
5.171766417,1
5.171864625,0
5.171966375,1
5.172064625,0
5.172166250,1
5.172264542,0
5.172366292,1
5.172467833,0
5.172600500,1
5.172698667,0
5.172800500,1
5.172897625,0
5.173005750,1
5.173100375,0
5.173201083,1
5.173306125,0
5.173403417,1
5.173506875,0
5.173604208,1
5.173702333,0
5.173804125,1
5.173901000,0
5.174007458,1
5.174106250,0
5.174204583,1
5.174302833,0
5.174403083,1
5.174507208,0
5.174604542,1
5.174702792,0
5.174809958,1
5.174906292,0
5.175008333,1
5.175102917,0
5.175204750,1
5.175308458,0
5.175403208,1
5.175507375,0
5.175603333,1
5.175707792,0
5.175805583,1
5.175901958,0
5.176009792,1
5.176087167,0
5.176187917,1
5.176286083,0
5.176386500,1
5.176468000,0
5.176569125,1
5.176667250,0
5.176769042,1
5.176867250,0
5.176969000,1
5.177067250,0
5.177169042,1
5.177272417,0
5.177369750,1
5.177468042,0
5.177569875,1
5.177676250,0
5.177770542,1
5.177868833,0
5.177970625,1
5.178070292,0
5.178171333,1
5.178269625,0
5.178371417,1
5.178469667,0
5.178572208,1
5.178670417,0
5.178772250,1
5.178863625,0
5.178974417,1
5.179071792,0
5.179173750,1
5.179271917,0
5.179374250,1
5.179471792,0
5.179574208,1
5.179673333,0
5.179769083,1
5.179869333,0
5.179964833,1
5.180063042,0
5.180165417,1
5.180263083,0
5.180364958,1
5.180463083,0
5.180564958,1
5.180663625,0
5.180765000,1
5.180863125,0
5.180964958,1
5.181063208,0
5.181165042,1
5.181263208,0
5.181365083,1
5.181463250,0
5.181565125,1
5.181663250,0
5.181765125,1
5.181863250,0
5.181964875,1
5.181964917,0
5.181964958,1
5.182063333,0
5.182165167,1
5.182267667,0
5.182365167,1
5.182463333,0
5.182565208,1
5.182663375,0
5.182765208,1
5.182872042,0
5.182963750,1
5.183061708,0
5.183163583,1
5.183262625,0
5.183364458,1
5.183465042,0
5.183564000,1
5.183662208,0
5.183764042,1
5.183865917,0
5.183976875,1
5.184075208,0
5.184176292,1
5.184274583,0
5.184384417,1
5.184476667,0
5.184571792,1
5.184670000,0
5.184771792,1
5.184872083,0
5.184967208,1
5.185065500,0
5.185167333,1
5.185265500,0
5.185373625,1
5.185465542,0
5.185567417,1
5.185665583,0
5.185767375,1
5.185865583,0
5.185968708,1
5.186065625,0
5.186167458,1
5.186265625,0
5.186381167,1
5.186465667,0
5.186567500,1
5.186665667,0
5.186767542,1
5.186865708,0
5.186968042,1
5.187065750,0
5.187170375,1
5.187265750,0
5.187376125,1
5.187465792,0
5.187567625,1
5.187665833,0
5.187767583,1
5.187869792,0
5.187967208,1
5.188078333,0
5.188166792,1
5.188267958,0
5.188379083,1
5.188477417,0
5.188578500,1
5.188676708,0
5.188778542,1
5.188876750,0
5.188981000,1
5.189071958,0
5.189175917,1
5.189267250,0
5.189369000,1
5.189467333,0
5.189569000,1
5.189667375,0
5.189768958,1
5.189867417,0
5.189969083,1
5.190067417,0
5.190169125,1
5.190267417,0
5.190369708,1
5.190467458,0
5.190569250,1
5.190667500,0
5.190770083,1
5.190867542,0
5.190969250,1
5.191067542,0
5.191169250,1
5.191267542,0
5.191371125,1
5.191467583,0
5.191569333,1
5.191667583,0
5.191769333,1
5.191867667,0
5.191969375,1
5.192067667,0
5.192169458,1
5.192271417,0
5.192369167,1
5.192485208,0
5.192569208,1
5.192677083,0
5.192768208,1
5.192866625,0
5.192968417,1
5.193079375,0
5.193169083,1
5.193267375,0
5.193369167,1
5.193482625,0
5.193569792,1
5.193668125,0
5.193769958,1
5.193873083,0
5.193984583,1
5.194082958,0
5.194185333,1
5.194282292,0
5.194384167,1
5.194482292,0
5.194584167,1
5.194682333,0
5.194784208,1
5.194882375,0
5.194984167,1
5.195082375,0
5.195184167,1
5.195282417,0
5.195384250,1
5.195482417,0
5.195584292,1
5.195682458,0
5.195784292,1
5.195882625,0
5.195984333,1
5.196082500,0
5.196184333,1
5.196282542,0
5.196384375,1
5.196482542,0
5.196584417,1
5.196682583,0
5.196784417,1
5.196882583,0
5.196984458,1
5.197082625,0
5.197184458,1
5.197282667,0
5.197384500,1
5.197482667,0
5.197584542,1
5.197682708,0
5.197784542,1
5.197871583,0
5.197972667,1
5.198070958,0
5.198172500,1
5.198297625,0
5.198408167,1
5.198506333,0
5.198608167,1
5.198705333,0
5.198813458,1
5.198908083,0
5.199008958,1
5.199118917,0
5.199210833,1
5.199314542,0
5.199412167,1
5.199510083,0
5.199611875,1
5.199708708,0
5.199815125,1
5.199913958,0
5.200012583,1
5.200110583,0
5.200214458,1
5.200314875,0
5.200412292,1
5.200510667,0
5.200610958,1
5.200713917,0
5.200817042,1
5.200910667,0
5.201012750,1
5.201110583,0
5.201210958,1
5.201315000,0
5.201410917,1
5.201514333,0
5.201613125,1
5.201709667,0
5.201820125,1
5.201894958,0
5.201995125,1
5.202093292,0
5.202193708,1
5.202273667,0
5.202374583,1
5.202472792,0
5.202574667,1
5.202674875,0
5.202775750,1
5.202874417,0
5.202976542,1
5.203076542,0
5.203188542,1
5.203286750,0
5.203387917,1
5.203486125,0
5.203590375,1
5.203680958,0
5.203782833,1
5.203881042,0
5.203982875,1
5.204083083,0
5.204177792,1
5.204276000,0
5.204377833,1
5.204476042,0
5.204577917,1
5.204676042,0
5.204779083,1
5.204876083,0
5.204979125,1
5.205076083,0
5.205177958,1
5.205276375,0
5.205377833,1
5.205476167,0
5.205578375,1
5.205676208,0
5.205777958,1
5.205876208,0
5.205978042,1
5.206076208,0
5.206177833,1
5.206177875,0
5.206178083,1
5.206284125,0
5.206378125,1
5.206476292,0
5.206578125,1
5.206676333,0
5.206778167,1
5.206876333,0
5.206978125,1
5.207076167,0
5.207177333,1
5.207275542,0
5.207377333,1
5.207477542,0
5.207578000,1
5.207676625,0
5.207778042,1
5.207866792,0
5.207976875,1
5.208074083,0
5.208176000,1
5.208274667,0
5.208375917,1
5.208479875,0
5.208575875,1
5.208679250,0
5.208777417,1
5.208872458,0
5.208973167,1
5.209065292,0
5.209167250,1
5.209265417,0
5.209367250,1
5.209465500,0
5.209567333,1
5.209665458,0
5.209767375,1
5.209865500,0
5.209967333,1
5.210065500,0
5.210167333,1
5.210265542,0
5.210367375,1
5.210465583,0
5.210567417,1
5.210665583,0
5.210767417,1
5.210865625,0
5.210967458,1
5.211065875,0
5.211167542,1
5.211265667,0
5.211367500,1
5.211465708,0
5.211567292,1
5.211665833,0
5.211767583,1
5.211875042,0
5.211966292,1
5.212064250,0
5.212166083,1
5.212265125,0
5.212366958,1
5.212466875,0
5.212571583,1
5.212665417,0
5.212767333,1
5.212865500,0
5.212971833,1
5.213079500,0
5.213180625,1
5.213278792,0
5.213381208,1
5.213478708,0
5.213580708,1
5.213679292,0
5.213781167,1
5.213878750,0
5.213982208,1
5.214080708,0
5.214177708,1
5.214269583,0
5.214371458,1
5.214469708,0
5.214571500,1
5.214669708,0
5.214771500,1
5.214869750,0
5.214971542,1
5.215069792,0
5.215171542,1
5.215269792,0
5.215371583,1
5.215469833,0
5.215584667,1
5.215669875,0
5.215771625,1
5.215869875,0
5.215971625,1
5.216069875,0
5.216171708,1
5.216269958,0
5.216371708,1
5.216469958,0
5.216571708,1
5.216670000,0
5.216771458,1
5.216870000,0
5.216974750,1
5.217068000,0
5.217169875,1
5.217268042,0
5.217372083,1
5.217467917,0
5.217569833,1
5.217668042,0
5.217774458,1
5.217881333,0
5.217983125,1
5.218080708,0
5.218182583,1
5.218280792,0
5.218382667,1
5.218480833,0
5.218582667,1
5.218680833,0
5.218782667,1
5.218880875,0
5.218982708,1
5.219080875,0
5.219182708,1
5.219280917,0
5.219382750,1
5.219480958,0
5.219582833,1
5.219680958,0
5.219782792,1
5.219881000,0
5.219982792,1
5.220081000,0
5.220182833,1
5.220281042,0
5.220382875,1
5.220481083,0
5.220582958,1
5.220681083,0
5.220782917,1
5.220881125,0
5.220982917,1
5.221081125,0
5.221183000,1
5.221281167,0
5.221382625,1
5.221481208,0
5.221583042,1
5.221681208,0
5.221773875,1
5.221870792,0
5.221972542,1
5.222070792,0
5.222172542,1
5.222270708,0
5.222372500,1
5.222470750,0
5.222575792,1
5.222704792,0
5.222806667,1
5.222904833,0
5.223005625,1
5.223110042,0
5.223208375,1
5.223305417,0
5.223414167,1
5.223507708,0
5.223614917,1
5.223708542,0
5.223810167,1
5.223908500,0
5.224009000,1
5.224111875,0
5.224214208,1
5.224308958,0
5.224410833,1
5.224507375,0
5.224615208,1
5.224708917,0
5.224810667,1
5.224907583,0
5.225015458,1
5.225113833,0
5.225210917,1
5.225309083,0
5.225410792,1
5.225507542,0
5.225615375,1
5.225707583,0
5.225814625,1
5.225909458,0
5.226016375,1
5.226114125,0
5.226194333,1
5.226292250,0
5.226400583,1
5.226490917,0
5.226576125,1
5.226673458,0
5.226775125,1
5.226873458,0
5.226975167,1
5.227073417,0
5.227175167,1
5.227273458,0
