Time [s],Channel 1
6.591198208,1
6.591271667,0
6.591376167,1
6.591498708,0
6.591572708,1
6.591670708,0
6.591772625,1
6.591876167,0
6.591972667,1
6.592070750,0
6.592172625,1
6.592270792,0
6.592373208,1
6.592472208,0
6.592572708,1
6.592670875,0
6.592772708,1
6.592870875,0
6.592972750,1
6.593070917,0
6.593172792,1
6.593270917,0
6.593372792,1
6.593472333,0
6.593572833,1
6.593670958,0
6.593772792,1
6.593871000,0
6.593972792,1
6.594077292,0
6.594172917,1
6.594271042,0
6.594373333,1
6.594472833,0
6.594572917,1
6.594671417,0
6.594773375,1
6.594871542,0
6.594973375,1
6.595072208,0
6.595174167,1
6.595272292,0
6.595374167,1
6.595478000,0
6.595574917,1
6.595673125,0
6.595775042,1
6.595877750,0
6.595989458,1
6.596086000,0
6.596187125,1
6.596285375,0
6.596387292,1
6.596486958,0
6.596589542,1
6.596681292,0
6.596783083,1
6.596881375,0
6.596984125,1
6.597083417,0
6.597181542,1
6.597277375,0
6.597379208,1
6.597479000,0
6.597579167,1
6.597677417,0
6.597781458,1
6.597877417,0
6.597979292,1
6.598077417,0
6.598179208,1
6.598277750,0
6.598379333,1
6.598479167,0
6.598580917,1
6.598684583,0
6.598779417,1
6.598877542,0
6.598979375,1
6.599077542,0
6.599179458,1
6.599277583,0
6.599379375,1
6.599479292,0
6.599579417,1
6.599677625,0
6.599779542,1
6.599879958,0
6.599977542,1
6.600075667,0
6.600177542,1
6.600278125,0
6.600377458,1
6.600477667,0
6.600577458,1
6.600678958,0
6.600811583,1
6.600909750,0
6.601011583,1
6.601108708,0
6.601216875,1
6.601311625,0
6.601412208,1
6.601518875,0
6.601614792,1
6.601718042,0
6.601815333,1
6.601917333,0
6.602015333,1
6.602112083,0
6.602218583,1
6.602317333,0
6.602416250,1
6.602515708,0
6.602614167,1
6.602718208,0
6.602815708,1
6.602913917,0
6.603014333,1
6.603117375,0
6.603219333,1
6.603314042,0
6.603415958,1
6.603518875,0
6.603614333,1
6.603718500,0
6.603814417,1
6.603918792,0
6.604016208,1
6.604113042,0
6.604220958,1
6.604297500,0
6.604405708,1
6.604497208,0
6.604597708,1
6.604679083,0
6.604780292,1
6.604878458,0
6.604980333,1
6.605078792,0
6.605180208,1
6.605278375,0
6.605380208,1
6.605482958,0
6.605593583,1
6.605691875,0
6.605793000,1
6.605891208,0
6.605993083,1
6.606091250,0
6.606193083,1
6.606291250,0
6.606393083,1
6.606491292,0
6.606594833,1
6.606691333,0
6.606793167,1
6.606891333,0
6.606993208,1
6.607091375,0
6.607193208,1
6.607291417,0
6.607393250,1
6.607491417,0
6.607593292,1
6.607691458,0
6.607793292,1
6.607891458,0
6.607993292,1
6.608091500,0
6.608193333,1
6.608291500,0
6.608393375,1
6.608491542,0
6.608593417,1
6.608691583,0
6.608793375,1
6.608891583,0
6.608993500,1
6.609091625,0
6.609193500,1
6.609291625,0
6.609393458,1
6.609482417,0
6.609582875,1
6.609681083,0
6.609782917,1
6.609881083,0
6.609982875,1
6.610081083,0
6.610182875,1
6.610285667,0
6.610383542,1
6.610481833,0
6.610583542,1
6.610690083,0
6.610784292,1
6.610882625,0
6.610984333,1
6.611084125,0
6.611185000,1
6.611283458,0
6.611385167,1
6.611483500,0
6.611585917,1
6.611684250,0
6.611786000,1
6.611877417,0
6.611988375,1
6.612085625,0
6.612187583,1
6.612285708,0
6.612388083,1
6.612485583,0
6.612587583,1
6.612686125,0
6.612787417,1
6.612885625,0
6.612987500,1
6.612987583,0
6.612987625,1
6.613087208,0
6.613184750,1
6.613276833,0
6.613378792,1
6.613476917,0
6.613578792,1
6.613676917,0
6.613780917,1
6.613876958,0
6.613978833,1
6.614077000,0
6.614178792,1
6.614277000,0
6.614378875,1
6.614477042,0
6.614579000,1
6.614677083,0
6.614778958,1
6.614877083,0
6.614978917,1
6.615077125,0
6.615179042,1
6.615277125,0
6.615379792,1
6.615477167,0
6.615579083,1
6.615677208,0
6.615779083,1
6.615886500,0
6.615977625,1
6.616075542,0
6.616177375,1
6.616276458,0
6.616378292,1
6.616478875,0
6.616577792,1
6.616676042,0
6.616777583,1
6.616879708,0
6.616990750,1
6.617089000,0
6.617190208,1
6.617288375,0
6.617390250,1
6.617488417,0
6.617592375,1
6.617683750,0
6.617787833,1
6.617879208,0
6.617981167,1
6.618079292,0
6.618181125,1
6.618279292,0
6.618381125,1
6.618481042,0
6.618581208,1
6.618679375,0
6.618781250,1
6.618879375,0
6.618981292,1
6.619079417,0
6.619181250,1
6.619279417,0
6.619381333,1
6.619479458,0
6.619581333,1
6.619679500,0
6.619781333,1
6.619879500,0
6.619981333,1
6.620079542,0
6.620181333,1
6.620279542,0
6.620381417,1
6.620479583,0
6.620581417,1
6.620679625,0
6.620781417,1
6.620883625,0
6.620982750,1
6.621092167,0
6.621180833,1
6.621281750,0
6.621392958,1
6.621491208,0
6.621592333,1
6.621690542,0
6.621792375,1
6.621892625,0
6.621987500,1
6.622085833,0
6.622187542,1
6.622287917,0
6.622383000,1
6.622481167,0
6.622583000,1
6.622681167,0
6.622783042,1
6.622881208,0
6.622983042,1
6.623081250,0
6.623183125,1
6.623281250,0
6.623383125,1
6.623481292,0
6.623584792,1
6.623681292,0
6.623783125,1
6.623881333,0
6.623983167,1
6.624081333,0
6.624183208,1
6.624281375,0
6.624383125,1
6.624481417,0
6.624583208,1
6.624681458,0
6.624783292,1
6.624881458,0
6.624983292,1
6.625081458,0
6.625183333,1
6.625285250,0
6.625383042,1
6.625499042,0
6.625582708,1
6.625690875,0
6.625782167,1
6.625880417,0
6.625982167,1
6.626093167,0
6.626183000,1
6.626281208,0
6.626383000,1
6.626496417,0
6.626583708,1
6.626681917,0
6.626783625,1
6.626909750,0
6.627020333,1
6.627118500,0
6.627220292,1
6.627317458,0
6.627425500,1
6.627520250,0
6.627621125,1
6.627725875,0
6.627822500,1
6.627926458,0
6.628024167,1
6.628122250,0
6.628224083,1
6.628320833,0
6.628427292,1
6.628526042,0
6.628624542,1
6.628722750,0
6.628822875,1
6.628927000,0
6.629024458,1
6.629122667,0
6.629223167,1
6.629325958,0
6.629429375,1
6.629522833,0
6.629624667,1
6.629722750,0
6.629823042,1
6.629927125,0
6.630023125,1
6.630127542,0
6.630224917,1
6.630321792,0
6.630429542,1
6.630505542,0
6.630607458,1
6.630705458,0
6.630805833,1
6.630885458,0
6.630986667,1
6.631084792,0
6.631186333,1
6.631289500,0
6.631401375,1
6.631499583,0
6.631600667,1
6.631698958,0
6.631800708,1
6.631898958,0
6.632002500,1
6.632099000,0
6.632200833,1
